ProductKey,SupplierKey,OrderDateKey,OrderID,Production_ID,ProductionStatus,CostPerUnit,PricePerUnit,Quantity,Team_Member_ID,Product_ID,ProductName,Version
1,24,20241218,258,556,Cancelled,20.19,25.61,694,26,1,Cellulose Blown-In Insulation,6331
1,24,20241218,258,652,In Process,20.19,25.61,694,15,1,Cellulose Blown-In Insulation,6428
1,24,20241218,258,2538,In Delivery,20.19,25.61,694,29,1,Cellulose Blown-In Insulation,8321
1,2,20231108,1422,2491,In Process,20.19,25.61,694,14,1,Cellulose Blown-In Insulation,8274
1,24,20231108,1422,2491,In Process,20.19,25.61,694,14,1,Cellulose Blown-In Insulation,8274
1,2,20240209,1426,563,In Delivery,20.19,25.61,694,3,1,Cellulose Blown-In Insulation,6338
1,2,20240209,1426,2355,Complete,20.19,25.61,694,39,1,Cellulose Blown-In Insulation,8137
1,2,20230708,1493,2719,Complete,20.19,25.61,694,8,1,Cellulose Blown-In Insulation,8503
1,2,20230708,1493,697,Cancelled,20.19,25.61,694,15,1,Cellulose Blown-In Insulation,6473
1,2,20230708,1493,386,In Delivery,20.19,25.61,694,15,1,Cellulose Blown-In Insulation,6161
2,29,20241026,403,1030,In Delivery,27.16,34.87,882,38,2,Designer Paving Stones,6807
2,29,20241026,403,1857,Complete,27.16,34.87,882,40,2,Designer Paving Stones,7637
2,29,20241026,403,1370,Cancelled,27.16,34.87,882,18,2,Designer Paving Stones,7148
2,29,20240420,104,2976,Cancelled,27.16,34.87,882,30,2,Designer Paving Stones,8761
2,29,20240420,104,1051,Cancelled,27.16,34.87,882,21,2,Designer Paving Stones,6828
2,4,20241015,1537,73,In Process,27.16,34.87,882,27,2,Designer Paving Stones,5846
2,4,20241124,1885,1628,In Process,27.16,34.87,882,34,2,Designer Paving Stones,7407
2,4,20241124,1885,143,Complete,27.16,34.87,882,31,2,Designer Paving Stones,5917
2,4,20241124,1885,2930,In Delivery,27.16,34.87,882,7,2,Designer Paving Stones,8715
2,29,20240717,1862,248,Complete,27.16,34.87,882,4,2,Designer Paving Stones,6022
2,29,20240717,1862,299,Cancelled,27.16,34.87,882,24,2,Designer Paving Stones,6073
2,43,20240717,1862,248,Complete,27.16,34.87,882,4,2,Designer Paving Stones,6022
2,43,20240717,1862,299,Cancelled,27.16,34.87,882,24,2,Designer Paving Stones,6073
2,4,20241026,403,1030,In Delivery,27.16,34.87,882,38,2,Designer Paving Stones,6807
2,4,20241026,403,1857,Complete,27.16,34.87,882,40,2,Designer Paving Stones,7637
2,4,20241026,403,1370,Cancelled,27.16,34.87,882,18,2,Designer Paving Stones,7148
2,4,20240420,104,2976,Cancelled,27.16,34.87,882,30,2,Designer Paving Stones,8761
2,4,20240420,104,1051,Cancelled,27.16,34.87,882,21,2,Designer Paving Stones,6828
2,29,20230125,1036,2519,In Process,27.16,34.87,882,9,2,Designer Paving Stones,8302
2,43,20230125,1036,2519,In Process,27.16,34.87,882,9,2,Designer Paving Stones,8302
2,4,20241124,1885,1316,In Process,27.16,34.87,882,30,2,Designer Paving Stones,7094
2,4,20230125,1036,2519,In Process,27.16,34.87,882,9,2,Designer Paving Stones,8302
2,29,20241015,1537,73,In Process,27.16,34.87,882,27,2,Designer Paving Stones,5846
2,43,20241026,403,1030,In Delivery,27.16,34.87,882,38,2,Designer Paving Stones,6807
2,43,20241026,403,1857,Complete,27.16,34.87,882,40,2,Designer Paving Stones,7637
2,43,20241026,403,1370,Cancelled,27.16,34.87,882,18,2,Designer Paving Stones,7148
2,43,20240420,104,2976,Cancelled,27.16,34.87,882,30,2,Designer Paving Stones,8761
2,43,20240420,104,1051,Cancelled,27.16,34.87,882,21,2,Designer Paving Stones,6828
2,4,20240717,1862,248,Complete,27.16,34.87,882,4,2,Designer Paving Stones,6022
2,4,20240717,1862,299,Cancelled,27.16,34.87,882,24,2,Designer Paving Stones,6073
2,29,20241124,1885,1628,In Process,27.16,34.87,882,34,2,Designer Paving Stones,7407
2,29,20241124,1885,143,Complete,27.16,34.87,882,31,2,Designer Paving Stones,5917
2,29,20241124,1885,2930,In Delivery,27.16,34.87,882,7,2,Designer Paving Stones,8715
2,29,20241124,1885,1316,In Process,27.16,34.87,882,30,2,Designer Paving Stones,7094
2,43,20241015,1537,73,In Process,27.16,34.87,882,27,2,Designer Paving Stones,5846
2,43,20241124,1885,1628,In Process,27.16,34.87,882,34,2,Designer Paving Stones,7407
2,43,20241124,1885,143,Complete,27.16,34.87,882,31,2,Designer Paving Stones,5917
2,43,20241124,1885,2930,In Delivery,27.16,34.87,882,7,2,Designer Paving Stones,8715
2,43,20241124,1885,1316,In Process,27.16,34.87,882,30,2,Designer Paving Stones,7094
3,15,20240516,1646,2354,Complete,13.48,26.84,899,21,3,Aluminum Roofing Panels,8136
3,15,20230726,1437,494,Complete,13.48,26.84,899,21,3,Aluminum Roofing Panels,6269
3,15,20230726,1437,1342,In Delivery,13.48,26.84,899,5,3,Aluminum Roofing Panels,7120
3,15,20240527,1920,421,Complete,13.48,26.84,899,23,3,Aluminum Roofing Panels,6196
3,15,20241024,1599,2344,Cancelled,13.48,26.84,899,12,3,Aluminum Roofing Panels,8126
3,15,20230513,543,2851,In Process,13.48,26.84,899,5,3,Aluminum Roofing Panels,8635
3,15,20230513,543,804,Complete,13.48,26.84,899,27,3,Aluminum Roofing Panels,6580
3,15,20240210,558,1850,Cancelled,13.48,26.84,899,2,3,Aluminum Roofing Panels,7630
3,15,20241101,471,2291,Cancelled,13.48,26.84,899,20,3,Aluminum Roofing Panels,8073
3,9,20240527,1920,421,Complete,13.48,26.84,899,23,3,Aluminum Roofing Panels,6196
3,9,20241024,1599,2344,Cancelled,13.48,26.84,899,12,3,Aluminum Roofing Panels,8126
3,15,20241124,472,1838,Cancelled,13.48,26.84,899,12,3,Aluminum Roofing Panels,7618
3,15,20241117,690,1353,In Process,13.48,26.84,899,9,3,Aluminum Roofing Panels,7131
3,15,20241117,690,2002,In Delivery,13.48,26.84,899,36,3,Aluminum Roofing Panels,7783
3,15,20241117,690,949,Complete,13.48,26.84,899,12,3,Aluminum Roofing Panels,6726
3,15,20231028,901,1071,Cancelled,13.48,26.84,899,24,3,Aluminum Roofing Panels,6848
3,15,20231128,734,2227,In Delivery,13.48,26.84,899,31,3,Aluminum Roofing Panels,8009
3,15,20231128,734,341,In Process,13.48,26.84,899,15,3,Aluminum Roofing Panels,6115
3,15,20241124,472,119,Cancelled,13.48,26.84,899,6,3,Aluminum Roofing Panels,5893
3,15,20241124,472,2634,Complete,13.48,26.84,899,32,3,Aluminum Roofing Panels,8417
3,9,20240516,1646,2354,Complete,13.48,26.84,899,21,3,Aluminum Roofing Panels,8136
3,9,20230726,1437,494,Complete,13.48,26.84,899,21,3,Aluminum Roofing Panels,6269
3,9,20230726,1437,1342,In Delivery,13.48,26.84,899,5,3,Aluminum Roofing Panels,7120
3,15,20230513,543,598,Complete,13.48,26.84,899,31,3,Aluminum Roofing Panels,6373
3,15,20230513,543,124,Cancelled,13.48,26.84,899,4,3,Aluminum Roofing Panels,5898
3,9,20231028,901,1071,Cancelled,13.48,26.84,899,24,3,Aluminum Roofing Panels,6848
3,9,20231128,734,2227,In Delivery,13.48,26.84,899,31,3,Aluminum Roofing Panels,8009
3,9,20231128,734,341,In Process,13.48,26.84,899,15,3,Aluminum Roofing Panels,6115
3,9,20241124,472,119,Cancelled,13.48,26.84,899,6,3,Aluminum Roofing Panels,5893
3,9,20241124,472,2634,Complete,13.48,26.84,899,32,3,Aluminum Roofing Panels,8417
3,9,20241124,472,1838,Cancelled,13.48,26.84,899,12,3,Aluminum Roofing Panels,7618
3,9,20241117,690,1353,In Process,13.48,26.84,899,9,3,Aluminum Roofing Panels,7131
3,9,20241117,690,2002,In Delivery,13.48,26.84,899,36,3,Aluminum Roofing Panels,7783
3,9,20241117,690,949,Complete,13.48,26.84,899,12,3,Aluminum Roofing Panels,6726
3,9,20230513,543,598,Complete,13.48,26.84,899,31,3,Aluminum Roofing Panels,6373
3,9,20230513,543,124,Cancelled,13.48,26.84,899,4,3,Aluminum Roofing Panels,5898
3,9,20230513,543,2851,In Process,13.48,26.84,899,5,3,Aluminum Roofing Panels,8635
3,9,20230513,543,804,Complete,13.48,26.84,899,27,3,Aluminum Roofing Panels,6580
3,9,20240210,558,1850,Cancelled,13.48,26.84,899,2,3,Aluminum Roofing Panels,7630
3,9,20241101,471,2291,Cancelled,13.48,26.84,899,20,3,Aluminum Roofing Panels,8073
4,44,20241124,45,952,In Delivery,37.71,56.13,782,8,4,Asphalt Shingles,6729
4,44,20241124,45,1902,In Delivery,37.71,56.13,782,11,4,Asphalt Shingles,7683
4,44,20241124,45,1401,In Delivery,37.71,56.13,782,10,4,Asphalt Shingles,7180
4,44,20241123,595,1834,In Process,37.71,56.13,782,25,4,Asphalt Shingles,7614
4,44,20230615,1880,2326,Complete,37.71,56.13,782,16,4,Asphalt Shingles,8108
4,16,20241124,45,952,In Delivery,37.71,56.13,782,8,4,Asphalt Shingles,6729
4,16,20241124,45,1902,In Delivery,37.71,56.13,782,11,4,Asphalt Shingles,7683
4,16,20241124,45,1401,In Delivery,37.71,56.13,782,10,4,Asphalt Shingles,7180
4,16,20241123,595,1834,In Process,37.71,56.13,782,25,4,Asphalt Shingles,7614
4,7,20230518,1102,1201,Cancelled,37.71,56.13,782,40,4,Asphalt Shingles,6979
4,7,20230518,1102,1072,Complete,37.71,56.13,782,15,4,Asphalt Shingles,6849
4,7,20230518,1102,863,Complete,37.71,56.13,782,1,4,Asphalt Shingles,6639
4,7,20230721,1317,2807,In Process,37.71,56.13,782,5,4,Asphalt Shingles,8591
4,7,20230721,1317,2904,In Process,37.71,56.13,782,21,4,Asphalt Shingles,8688
4,7,20230721,1317,1033,In Delivery,37.71,56.13,782,29,4,Asphalt Shingles,6810
4,16,20230615,1880,2326,Complete,37.71,56.13,782,16,4,Asphalt Shingles,8108
4,7,20230726,1664,2017,In Process,37.71,56.13,782,37,4,Asphalt Shingles,7798
4,7,20241008,1918,1508,Cancelled,37.71,56.13,782,23,4,Asphalt Shingles,7287
4,7,20241008,1918,2013,In Process,37.71,56.13,782,24,4,Asphalt Shingles,7794
4,7,20241008,1918,2633,In Process,37.71,56.13,782,26,4,Asphalt Shingles,8416
4,7,20241122,1207,2004,Cancelled,37.71,56.13,782,13,4,Asphalt Shingles,7785
4,7,20241122,1207,467,Cancelled,37.71,56.13,782,19,4,Asphalt Shingles,6242
4,7,20241122,1207,1600,In Process,37.71,56.13,782,2,4,Asphalt Shingles,7379
4,7,20230907,1143,506,Complete,37.71,56.13,782,30,4,Asphalt Shingles,6281
4,7,20241120,1243,1775,In Process,37.71,56.13,782,37,4,Asphalt Shingles,7555
4,7,20241120,1243,677,In Delivery,37.71,56.13,782,40,4,Asphalt Shingles,6453
4,7,20241120,1243,2228,In Process,37.71,56.13,782,4,4,Asphalt Shingles,8010
4,7,20241120,1243,878,Complete,37.71,56.13,782,39,4,Asphalt Shingles,6654
4,7,20241117,1361,2510,Cancelled,37.71,56.13,782,14,4,Asphalt Shingles,8293
4,7,20230708,1493,2719,Complete,37.71,56.13,782,8,4,Asphalt Shingles,8503
4,7,20230708,1493,697,Cancelled,37.71,56.13,782,15,4,Asphalt Shingles,6473
4,7,20230708,1493,386,In Delivery,37.71,56.13,782,15,4,Asphalt Shingles,6161
4,7,20241108,1347,657,Complete,37.71,56.13,782,25,4,Asphalt Shingles,6433
4,7,20241108,1347,163,Complete,37.71,56.13,782,37,4,Asphalt Shingles,5937
4,7,20241108,1347,2348,Complete,37.71,56.13,782,1,4,Asphalt Shingles,8130
4,7,20241106,1958,154,In Process,37.71,56.13,782,31,4,Asphalt Shingles,5928
4,7,20241106,1958,1745,Cancelled,37.71,56.13,782,13,4,Asphalt Shingles,7525
4,7,20241106,1958,731,In Process,37.71,56.13,782,32,4,Asphalt Shingles,6507
4,7,20230615,1880,2326,Complete,37.71,56.13,782,16,4,Asphalt Shingles,8108
4,16,20230726,1664,2017,In Process,37.71,56.13,782,37,4,Asphalt Shingles,7798
4,16,20230518,1102,1201,Cancelled,37.71,56.13,782,40,4,Asphalt Shingles,6979
4,16,20230518,1102,1072,Complete,37.71,56.13,782,15,4,Asphalt Shingles,6849
4,16,20230518,1102,863,Complete,37.71,56.13,782,1,4,Asphalt Shingles,6639
4,16,20230721,1317,2807,In Process,37.71,56.13,782,5,4,Asphalt Shingles,8591
4,16,20230721,1317,2904,In Process,37.71,56.13,782,21,4,Asphalt Shingles,8688
4,16,20230721,1317,1033,In Delivery,37.71,56.13,782,29,4,Asphalt Shingles,6810
4,7,20241124,45,952,In Delivery,37.71,56.13,782,8,4,Asphalt Shingles,6729
4,7,20241124,45,1902,In Delivery,37.71,56.13,782,11,4,Asphalt Shingles,7683
4,7,20241124,45,1401,In Delivery,37.71,56.13,782,10,4,Asphalt Shingles,7180
4,7,20241123,595,1834,In Process,37.71,56.13,782,25,4,Asphalt Shingles,7614
4,44,20230726,1664,2017,In Process,37.71,56.13,782,37,4,Asphalt Shingles,7798
4,44,20230518,1102,1201,Cancelled,37.71,56.13,782,40,4,Asphalt Shingles,6979
4,44,20230518,1102,1072,Complete,37.71,56.13,782,15,4,Asphalt Shingles,6849
4,44,20230518,1102,863,Complete,37.71,56.13,782,1,4,Asphalt Shingles,6639
4,44,20230721,1317,2807,In Process,37.71,56.13,782,5,4,Asphalt Shingles,8591
4,44,20230721,1317,2904,In Process,37.71,56.13,782,21,4,Asphalt Shingles,8688
4,44,20230721,1317,1033,In Delivery,37.71,56.13,782,29,4,Asphalt Shingles,6810
4,16,20241008,1918,1508,Cancelled,37.71,56.13,782,23,4,Asphalt Shingles,7287
4,16,20241008,1918,2013,In Process,37.71,56.13,782,24,4,Asphalt Shingles,7794
4,16,20241008,1918,2633,In Process,37.71,56.13,782,26,4,Asphalt Shingles,8416
4,16,20241122,1207,2004,Cancelled,37.71,56.13,782,13,4,Asphalt Shingles,7785
4,16,20241122,1207,467,Cancelled,37.71,56.13,782,19,4,Asphalt Shingles,6242
4,16,20241122,1207,1600,In Process,37.71,56.13,782,2,4,Asphalt Shingles,7379
4,44,20241008,1918,1508,Cancelled,37.71,56.13,782,23,4,Asphalt Shingles,7287
4,44,20241008,1918,2013,In Process,37.71,56.13,782,24,4,Asphalt Shingles,7794
4,44,20241008,1918,2633,In Process,37.71,56.13,782,26,4,Asphalt Shingles,8416
4,44,20241122,1207,2004,Cancelled,37.71,56.13,782,13,4,Asphalt Shingles,7785
4,44,20241122,1207,467,Cancelled,37.71,56.13,782,19,4,Asphalt Shingles,6242
4,44,20241122,1207,1600,In Process,37.71,56.13,782,2,4,Asphalt Shingles,7379
4,44,20230907,1143,506,Complete,37.71,56.13,782,30,4,Asphalt Shingles,6281
4,44,20241120,1243,677,In Delivery,37.71,56.13,782,40,4,Asphalt Shingles,6453
4,16,20230907,1143,506,Complete,37.71,56.13,782,30,4,Asphalt Shingles,6281
4,16,20241120,1243,677,In Delivery,37.71,56.13,782,40,4,Asphalt Shingles,6453
4,16,20241120,1243,2228,In Process,37.71,56.13,782,4,4,Asphalt Shingles,8010
4,16,20241120,1243,878,Complete,37.71,56.13,782,39,4,Asphalt Shingles,6654
4,16,20241120,1243,1775,In Process,37.71,56.13,782,37,4,Asphalt Shingles,7555
4,16,20241117,1361,2510,Cancelled,37.71,56.13,782,14,4,Asphalt Shingles,8293
4,16,20230708,1493,2719,Complete,37.71,56.13,782,8,4,Asphalt Shingles,8503
4,16,20230708,1493,697,Cancelled,37.71,56.13,782,15,4,Asphalt Shingles,6473
4,16,20230708,1493,386,In Delivery,37.71,56.13,782,15,4,Asphalt Shingles,6161
4,16,20241108,1347,657,Complete,37.71,56.13,782,25,4,Asphalt Shingles,6433
4,16,20241108,1347,163,Complete,37.71,56.13,782,37,4,Asphalt Shingles,5937
4,16,20241108,1347,2348,Complete,37.71,56.13,782,1,4,Asphalt Shingles,8130
4,16,20241106,1958,154,In Process,37.71,56.13,782,31,4,Asphalt Shingles,5928
4,16,20241106,1958,1745,Cancelled,37.71,56.13,782,13,4,Asphalt Shingles,7525
4,16,20241106,1958,731,In Process,37.71,56.13,782,32,4,Asphalt Shingles,6507
4,44,20241120,1243,2228,In Process,37.71,56.13,782,4,4,Asphalt Shingles,8010
4,44,20241120,1243,878,Complete,37.71,56.13,782,39,4,Asphalt Shingles,6654
4,44,20241120,1243,1775,In Process,37.71,56.13,782,37,4,Asphalt Shingles,7555
4,44,20241117,1361,2510,Cancelled,37.71,56.13,782,14,4,Asphalt Shingles,8293
4,44,20230708,1493,2719,Complete,37.71,56.13,782,8,4,Asphalt Shingles,8503
4,44,20230708,1493,697,Cancelled,37.71,56.13,782,15,4,Asphalt Shingles,6473
4,44,20230708,1493,386,In Delivery,37.71,56.13,782,15,4,Asphalt Shingles,6161
4,44,20241108,1347,657,Complete,37.71,56.13,782,25,4,Asphalt Shingles,6433
4,44,20241108,1347,163,Complete,37.71,56.13,782,37,4,Asphalt Shingles,5937
4,44,20241108,1347,2348,Complete,37.71,56.13,782,1,4,Asphalt Shingles,8130
4,44,20241106,1958,154,In Process,37.71,56.13,782,31,4,Asphalt Shingles,5928
4,44,20241106,1958,1745,Cancelled,37.71,56.13,782,13,4,Asphalt Shingles,7525
4,44,20241106,1958,731,In Process,37.71,56.13,782,32,4,Asphalt Shingles,6507
5,32,20241111,381,646,In Delivery,47.69,66.95,769,19,5,Spray Foam Insulation Kit,6422
5,32,20241111,381,2723,Complete,47.69,66.95,769,29,5,Spray Foam Insulation Kit,8507
5,32,20230904,344,2066,In Process,47.69,66.95,769,26,5,Spray Foam Insulation Kit,7847
5,32,20241218,646,328,In Process,47.69,66.95,769,25,5,Spray Foam Insulation Kit,6102
5,32,20241014,817,1119,Complete,47.69,66.95,769,1,5,Spray Foam Insulation Kit,6896
5,32,20241014,817,2367,In Delivery,47.69,66.95,769,20,5,Spray Foam Insulation Kit,8149
5,32,20241218,646,319,In Process,47.69,66.95,769,4,5,Spray Foam Insulation Kit,6093
5,25,20240430,1220,2790,In Delivery,47.69,66.95,769,39,5,Spray Foam Insulation Kit,8574
5,25,20240430,1220,1189,In Delivery,47.69,66.95,769,21,5,Spray Foam Insulation Kit,6967
5,25,20240430,1220,1713,In Delivery,47.69,66.95,769,26,5,Spray Foam Insulation Kit,7493
5,25,20240430,1220,2437,In Delivery,47.69,66.95,769,34,5,Spray Foam Insulation Kit,8220
5,25,20241218,646,319,In Process,47.69,66.95,769,4,5,Spray Foam Insulation Kit,6093
5,25,20241218,646,328,In Process,47.69,66.95,769,25,5,Spray Foam Insulation Kit,6102
5,25,20230904,344,2066,In Process,47.69,66.95,769,26,5,Spray Foam Insulation Kit,7847
5,25,20241111,381,646,In Delivery,47.69,66.95,769,19,5,Spray Foam Insulation Kit,6422
5,25,20241111,381,2723,Complete,47.69,66.95,769,29,5,Spray Foam Insulation Kit,8507
5,25,20241014,817,1119,Complete,47.69,66.95,769,1,5,Spray Foam Insulation Kit,6896
5,25,20241014,817,2367,In Delivery,47.69,66.95,769,20,5,Spray Foam Insulation Kit,8149
5,32,20240430,1220,2790,In Delivery,47.69,66.95,769,39,5,Spray Foam Insulation Kit,8574
5,32,20240430,1220,1189,In Delivery,47.69,66.95,769,21,5,Spray Foam Insulation Kit,6967
5,32,20240430,1220,1713,In Delivery,47.69,66.95,769,26,5,Spray Foam Insulation Kit,7493
5,32,20240430,1220,2437,In Delivery,47.69,66.95,769,34,5,Spray Foam Insulation Kit,8220
5,32,20241031,157,1611,Complete,47.69,66.95,769,31,5,Spray Foam Insulation Kit,7390
5,32,20241031,157,2077,In Delivery,47.69,66.95,769,13,5,Spray Foam Insulation Kit,7858
5,32,20230126,1982,1023,Complete,47.69,66.95,769,17,5,Spray Foam Insulation Kit,6800
5,32,20230126,1982,783,In Process,47.69,66.95,769,22,5,Spray Foam Insulation Kit,6559
5,32,20230126,1982,2637,Cancelled,47.69,66.95,769,28,5,Spray Foam Insulation Kit,8420
5,32,20230519,1807,566,In Delivery,47.69,66.95,769,31,5,Spray Foam Insulation Kit,6341
5,25,20240225,1972,791,In Delivery,47.69,66.95,769,16,5,Spray Foam Insulation Kit,6567
5,25,20240225,1972,2630,In Delivery,47.69,66.95,769,40,5,Spray Foam Insulation Kit,8413
5,25,20240225,1972,1668,In Process,47.69,66.95,769,25,5,Spray Foam Insulation Kit,7448
5,25,20240225,1972,75,In Delivery,47.69,66.95,769,39,5,Spray Foam Insulation Kit,5848
5,25,20240111,1550,2117,Cancelled,47.69,66.95,769,7,5,Spray Foam Insulation Kit,7898
5,32,20240225,1972,791,In Delivery,47.69,66.95,769,16,5,Spray Foam Insulation Kit,6567
5,25,20241031,157,1611,Complete,47.69,66.95,769,31,5,Spray Foam Insulation Kit,7390
5,25,20241031,157,2077,In Delivery,47.69,66.95,769,13,5,Spray Foam Insulation Kit,7858
5,25,20230519,1807,566,In Delivery,47.69,66.95,769,31,5,Spray Foam Insulation Kit,6341
5,25,20230126,1982,1023,Complete,47.69,66.95,769,17,5,Spray Foam Insulation Kit,6800
5,25,20230126,1982,783,In Process,47.69,66.95,769,22,5,Spray Foam Insulation Kit,6559
5,25,20230126,1982,2637,Cancelled,47.69,66.95,769,28,5,Spray Foam Insulation Kit,8420
5,32,20240225,1972,2630,In Delivery,47.69,66.95,769,40,5,Spray Foam Insulation Kit,8413
5,32,20240225,1972,1668,In Process,47.69,66.95,769,25,5,Spray Foam Insulation Kit,7448
5,32,20240225,1972,75,In Delivery,47.69,66.95,769,39,5,Spray Foam Insulation Kit,5848
5,32,20240111,1550,2117,Cancelled,47.69,66.95,769,7,5,Spray Foam Insulation Kit,7898
6,41,20230204,1731,1965,Complete,40.56,53.40,597,5,6,Lightweight Concrete Aggregate,7746
6,41,20231216,1603,1122,In Process,40.56,53.40,597,27,6,Lightweight Concrete Aggregate,6899
6,41,20230915,1769,2769,Complete,40.56,53.40,597,2,6,Lightweight Concrete Aggregate,8553
6,41,20230420,926,1008,In Process,40.56,53.40,597,34,6,Lightweight Concrete Aggregate,6785
6,41,20240519,1919,1430,Complete,40.56,53.40,597,21,6,Lightweight Concrete Aggregate,7209
6,41,20240519,1919,2129,Cancelled,40.56,53.40,597,22,6,Lightweight Concrete Aggregate,7910
6,41,20240519,1919,576,In Process,40.56,53.40,597,28,6,Lightweight Concrete Aggregate,6351
6,41,20240519,1919,256,In Delivery,40.56,53.40,597,1,6,Lightweight Concrete Aggregate,6030
6,41,20240519,1919,300,Complete,40.56,53.40,597,20,6,Lightweight Concrete Aggregate,6074
6,41,20241030,805,1588,In Delivery,40.56,53.40,597,22,6,Lightweight Concrete Aggregate,7367
6,41,20230627,969,352,Complete,40.56,53.40,597,14,6,Lightweight Concrete Aggregate,6126
6,41,20230627,969,2908,Cancelled,40.56,53.40,597,17,6,Lightweight Concrete Aggregate,8692
6,41,20230627,969,2096,Cancelled,40.56,53.40,597,2,6,Lightweight Concrete Aggregate,7877
6,41,20241123,1501,2850,In Delivery,40.56,53.40,597,13,6,Lightweight Concrete Aggregate,8634
6,41,20241123,1501,2619,Cancelled,40.56,53.40,597,8,6,Lightweight Concrete Aggregate,8402
6,41,20240718,218,2204,Complete,40.56,53.40,597,30,6,Lightweight Concrete Aggregate,7986
6,41,20241214,863,72,Complete,40.56,53.40,597,13,6,Lightweight Concrete Aggregate,5845
6,41,20241214,863,1275,In Delivery,40.56,53.40,597,24,6,Lightweight Concrete Aggregate,7053
7,6,20240803,39,2565,In Delivery,47.21,62.82,27,23,7,Architectural Clay Brick,8348
7,9,20240803,39,2565,In Delivery,47.21,62.82,27,23,7,Architectural Clay Brick,8348
7,9,20240803,39,1225,In Process,47.21,62.82,27,6,7,Architectural Clay Brick,7003
7,6,20240803,39,1225,In Process,47.21,62.82,27,6,7,Architectural Clay Brick,7003
7,22,20240920,1538,1202,Complete,47.21,62.82,27,19,7,Architectural Clay Brick,6980
7,22,20240920,1538,1300,In Delivery,47.21,62.82,27,7,7,Architectural Clay Brick,7078
7,22,20241126,1987,1802,Complete,47.21,62.82,27,31,7,Architectural Clay Brick,7582
7,6,20230210,148,987,In Delivery,47.21,62.82,27,4,7,Architectural Clay Brick,6764
7,6,20230210,148,2185,In Process,47.21,62.82,27,12,7,Architectural Clay Brick,7967
7,6,20230210,148,235,In Process,47.21,62.82,27,9,7,Architectural Clay Brick,6009
7,22,20240803,39,1225,In Process,47.21,62.82,27,6,7,Architectural Clay Brick,7003
7,22,20240803,39,2565,In Delivery,47.21,62.82,27,23,7,Architectural Clay Brick,8348
7,22,20230210,148,987,In Delivery,47.21,62.82,27,4,7,Architectural Clay Brick,6764
7,22,20230210,148,2185,In Process,47.21,62.82,27,12,7,Architectural Clay Brick,7967
7,22,20230210,148,235,In Process,47.21,62.82,27,9,7,Architectural Clay Brick,6009
7,22,20230210,148,1373,Cancelled,47.21,62.82,27,28,7,Architectural Clay Brick,7151
7,47,20240920,1538,1202,Complete,47.21,62.82,27,19,7,Architectural Clay Brick,6980
7,47,20240920,1538,1300,In Delivery,47.21,62.82,27,7,7,Architectural Clay Brick,7078
7,47,20241126,1987,1802,Complete,47.21,62.82,27,31,7,Architectural Clay Brick,7582
