Order_ID,OrderDate,Status,EventTimestamp,CancelledDate,Customer_ID,Delivery_ID
248,2024-12-11 00:00:00,Complete,2024-06-13 12:30:33,,13,125
249,2023-06-11 00:00:00,Complete,2024-06-13 12:30:33,,81,126
250,2024-11-27 00:00:00,In Delivery,2024-06-13 12:30:33,,51,127
251,2024-11-03 00:00:00,Cancelled,2024-06-13 12:30:33,2024-11-08 00:00:00,55,
252,2023-06-17 00:00:00,Cancelled,2024-06-13 12:30:33,2024-01-22 00:00:00,83,
253,2024-10-25 00:00:00,In Process,2024-06-13 12:30:33,,62,
254,2024-11-11 00:00:00,In Process,2024-06-13 12:30:33,,83,
255,2024-07-26 00:00:00,Complete,2024-06-13 12:30:33,,37,128
256,2023-05-04 00:00:00,Complete,2024-06-13 12:30:33,,82,129
257,2024-05-21 00:00:00,Complete,2024-06-13 12:30:33,,60,130
258,2024-12-18 00:00:00,In Delivery,2024-06-13 12:30:33,,27,131
259,2024-10-07 00:00:00,In Process,2024-06-13 12:30:33,,20,
260,2023-01-21 00:00:00,Complete,2024-06-13 12:30:33,,72,132
261,2024-01-27 00:00:00,Cancelled,2024-06-13 12:30:33,2024-03-13 00:00:00,25,
262,2024-10-11 00:00:00,In Process,2024-06-13 12:30:33,,29,
263,2024-12-20 00:00:00,In Delivery,2024-06-13 12:30:33,,66,133
264,2024-12-18 00:00:00,In Delivery,2024-06-13 12:30:33,,1,134
265,2024-10-01 00:00:00,In Process,2024-06-13 12:30:33,,14,
266,2024-10-07 00:00:00,In Process,2024-06-13 12:30:33,,76,
267,2024-12-20 00:00:00,In Delivery,2024-06-13 12:30:33,,84,135
268,2024-11-28 00:00:00,In Process,2024-06-13 12:30:33,,20,
269,2024-11-26 00:00:00,In Process,2024-06-13 12:30:33,,96,
270,2024-10-02 00:00:00,In Process,2024-06-13 12:30:33,,59,
271,2024-03-02 00:00:00,Cancelled,2024-06-13 12:30:33,2024-03-31 00:00:00,54,
272,2024-11-20 00:00:00,In Delivery,2024-06-13 12:30:33,,14,136
273,2024-11-24 00:00:00,In Delivery,2024-06-13 12:30:33,,85,137
274,2023-02-25 00:00:00,Complete,2024-06-13 12:30:33,,67,138
275,2023-05-29 00:00:00,Complete,2024-06-13 12:30:33,,38,139
276,2023-10-09 00:00:00,Cancelled,2024-06-13 12:30:33,2024-12-24 00:00:00,89,
277,2023-04-21 00:00:00,Cancelled,2024-06-13 12:30:33,2024-01-16 00:00:00,45,
278,2024-11-08 00:00:00,In Delivery,2024-06-13 12:30:33,,53,140
279,2024-05-06 00:00:00,Complete,2024-06-13 12:30:33,,67,141
280,2023-06-29 00:00:00,Complete,2024-06-13 12:30:33,,98,142
281,2024-11-14 00:00:00,In Process,2024-06-13 12:30:33,,43,
282,2023-03-02 00:00:00,Complete,2024-06-13 12:30:33,,99,143
283,2023-03-28 00:00:00,Cancelled,2024-06-13 12:30:33,2023-10-05 00:00:00,88,
284,2024-11-09 00:00:00,In Delivery,2024-06-13 12:30:33,,2,144
285,2024-12-05 00:00:00,In Delivery,2024-06-13 12:30:33,,51,145
286,2023-06-25 00:00:00,Cancelled,2024-06-13 12:30:33,2023-12-13 00:00:00,71,
287,2023-08-28 00:00:00,Complete,2024-06-13 12:30:33,,77,146
288,2024-10-29 00:00:00,In Process,2024-06-13 12:30:33,,58,
289,2024-12-29 00:00:00,In Delivery,2024-06-13 12:30:33,,17,147
290,2024-02-21 00:00:00,Complete,2024-06-13 12:30:33,,26,148
291,2024-05-26 00:00:00,Cancelled,2024-06-13 12:30:33,2024-12-03 00:00:00,15,
292,2023-07-13 00:00:00,Cancelled,2024-06-13 12:30:33,2024-09-05 00:00:00,92,
293,2024-11-18 00:00:00,In Process,2024-06-13 12:30:33,,78,
294,2024-11-07 00:00:00,In Process,2024-06-13 12:30:33,,48,
295,2024-01-07 00:00:00,Complete,2024-06-13 12:30:33,,97,149
296,2023-12-13 00:00:00,Cancelled,2024-06-13 12:30:33,2024-04-25 00:00:00,70,
297,2023-12-04 00:00:00,Complete,2024-06-13 12:30:33,,51,150
298,2024-03-13 00:00:00,Cancelled,2024-06-13 12:30:33,2024-07-16 00:00:00,14,
299,2023-06-06 00:00:00,Cancelled,2024-06-13 12:30:33,2023-09-13 00:00:00,44,
300,2024-11-08 00:00:00,Complete,2024-06-13 12:30:33,,8,151
301,2024-10-06 00:00:00,In Process,2024-06-13 12:30:33,,73,
302,2024-03-17 00:00:00,Complete,2024-06-13 12:30:33,,65,152
303,2024-12-08 00:00:00,In Delivery,2024-06-13 12:30:33,,67,153
304,2024-11-30 00:00:00,Cancelled,2024-06-13 12:30:33,2024-12-15 00:00:00,36,
305,2024-04-27 00:00:00,Complete,2024-06-13 12:30:33,,64,154
306,2024-11-23 00:00:00,In Delivery,2024-06-13 12:30:33,,22,155
307,2024-12-06 00:00:00,In Delivery,2024-06-13 12:30:33,,94,156
308,2023-12-18 00:00:00,Complete,2024-06-13 12:30:33,,74,157
309,2024-10-30 00:00:00,In Process,2024-06-13 12:30:33,,46,
310,2023-11-24 00:00:00,Complete,2024-06-13 12:30:33,,68,158
311,2023-12-05 00:00:00,Cancelled,2024-06-13 12:30:33,2024-10-22 00:00:00,36,
312,2023-11-02 00:00:00,Cancelled,2024-06-13 12:30:33,2024-10-31 00:00:00,75,
313,2024-10-19 00:00:00,In Process,2024-06-13 12:30:33,,47,
314,2023-04-01 00:00:00,Complete,2024-06-13 12:30:33,,87,159
315,2024-11-25 00:00:00,In Delivery,2024-06-13 12:30:33,,93,160
316,2024-12-26 00:00:00,In Delivery,2024-06-13 12:30:33,,100,161
317,2024-12-27 00:00:00,In Delivery,2024-06-13 12:30:33,,99,162
318,2024-12-25 00:00:00,Cancelled,2024-06-13 12:30:33,2024-12-25 00:00:00,36,
319,2024-11-29 00:00:00,In Process,2024-06-13 12:30:33,,25,
320,2023-08-14 00:00:00,Cancelled,2024-06-13 12:30:33,2024-11-06 00:00:00,94,
321,2024-11-11 00:00:00,In Delivery,2024-06-13 12:30:33,,3,163
322,2024-12-24 00:00:00,In Delivery,2024-06-13 12:30:33,,7,164
323,2023-05-15 00:00:00,Complete,2024-06-13 12:30:33,,8,165
324,2024-12-01 00:00:00,In Delivery,2024-06-13 12:30:33,,71,166
325,2024-06-11 00:00:00,Cancelled,2024-06-13 12:30:33,2024-10-02 00:00:00,94,
326,2023-02-26 00:00:00,Complete,2024-06-13 12:30:33,,84,167
327,2024-11-13 00:00:00,In Delivery,2024-06-13 12:30:33,,51,168
328,2024-06-30 00:00:00,Cancelled,2024-06-13 12:30:33,2024-12-29 00:00:00,30,
329,2024-12-04 00:00:00,In Delivery,2024-06-13 12:30:33,,100,169
330,2024-11-12 00:00:00,In Process,2024-06-13 12:30:33,,71,
331,2024-11-03 00:00:00,In Process,2024-06-13 12:30:33,,39,
332,2024-10-17 00:00:00,In Process,2024-06-13 12:30:33,,40,
333,2024-12-22 00:00:00,In Delivery,2024-06-13 12:30:33,,51,170
334,2024-10-10 00:00:00,In Process,2024-06-13 12:30:33,,83,
335,2024-04-05 00:00:00,Cancelled,2024-06-13 12:30:33,2024-05-03 00:00:00,22,
336,2024-01-30 00:00:00,Complete,2024-06-13 12:30:33,,87,171
337,2024-10-10 00:00:00,In Process,2024-06-13 12:30:33,,71,
338,2023-12-26 00:00:00,Cancelled,2024-06-13 12:30:33,2024-12-26 00:00:00,67,
339,2024-10-09 00:00:00,In Process,2024-06-13 12:30:33,,73,
340,2024-02-26 00:00:00,Cancelled,2024-06-13 12:30:33,2024-05-17 00:00:00,94,
341,2023-02-19 00:00:00,Complete,2024-06-13 12:30:33,,88,172
342,2024-12-19 00:00:00,In Delivery,2024-06-13 12:30:33,,14,173
343,2024-11-12 00:00:00,In Process,2024-06-13 12:30:33,,52,
344,2023-09-04 00:00:00,Complete,2024-06-13 12:30:33,,76,174
345,2024-11-26 00:00:00,In Delivery,2024-06-13 12:30:33,,30,175
