CustomerKey,ProductKey,DeliveryKey,OrderDateKey,DeliveryDateKey,OrderID,OrderStatus,OrderDate,CancelledDate,Units,Profit,Version
8,20,,20230205,,37,Cancelled,2023-02-05 00:00:00,2024-12-09 00:00:00,5,50.299999999999997,3802
8,350,,20230205,,37,Cancelled,2023-02-05 00:00:00,2024-12-09 00:00:00,7,131.31999999999999,3802
8,477,,20230205,,37,Cancelled,2023-02-05 00:00:00,2024-12-09 00:00:00,7,43.82,3802
93,22,18,20241203,,38,In Delivery,2024-12-03 00:00:00,,5,43.399999999999999,3803
93,122,18,20241203,,38,In Delivery,2024-12-03 00:00:00,,3,54.240000000000002,3803
93,141,18,20241203,,38,In Delivery,2024-12-03 00:00:00,,10,145.90000000000001,3803
93,247,18,20241203,,38,In Delivery,2024-12-03 00:00:00,,9,166.5,3803
93,439,18,20241203,,38,In Delivery,2024-12-03 00:00:00,,8,30.559999999999999,3803
30,7,19,20240803,20241024,39,Complete,2024-08-03 00:00:00,,4,62.439999999999998,3804
30,17,19,20240803,20241024,39,Complete,2024-08-03 00:00:00,,8,8.4000000000000004,3804
30,266,19,20240803,20241024,39,Complete,2024-08-03 00:00:00,,1,5.96,3804
30,437,19,20240803,20241024,39,Complete,2024-08-03 00:00:00,,9,121.5,3804
6,42,,20231213,,40,Cancelled,2023-12-13 00:00:00,2024-03-12 00:00:00,2,4.0999999999999996,3805
6,142,,20231213,,40,Cancelled,2023-12-13 00:00:00,2024-03-12 00:00:00,2,4.8200000000000003,3805
6,378,,20231213,,40,Cancelled,2023-12-13 00:00:00,2024-03-12 00:00:00,7,28.559999999999999,3805
89,45,,20241003,,41,In Process,2024-10-03 00:00:00,,6,111.06,3806
89,199,,20241003,,41,In Process,2024-10-03 00:00:00,,7,127.81999999999999,3806
89,330,,20241003,,41,In Process,2024-10-03 00:00:00,,1,3.1899999999999999,3806
40,146,,20240109,,42,Cancelled,2024-01-09 00:00:00,2024-05-11 00:00:00,9,36.630000000000003,3807
40,212,,20240109,,42,Cancelled,2024-01-09 00:00:00,2024-05-11 00:00:00,5,62,3807
40,215,,20240109,,42,Cancelled,2024-01-09 00:00:00,2024-05-11 00:00:00,2,30.120000000000001,3807
71,95,20,20231218,20240306,43,Complete,2023-12-18 00:00:00,,10,135,3808
100,335,21,20241227,,44,In Delivery,2024-12-27 00:00:00,,3,3.5099999999999998,3809
100,382,21,20241227,,44,In Delivery,2024-12-27 00:00:00,,10,58.299999999999997,3809
100,384,21,20241227,,44,In Delivery,2024-12-27 00:00:00,,4,25,3809
46,4,,20241124,,45,In Process,2024-11-24 00:00:00,,4,73.680000000000007,3810
49,28,22,20240125,20240616,46,Complete,2024-01-25 00:00:00,,4,43.520000000000003,3811
49,79,22,20240125,20240616,46,Complete,2024-01-25 00:00:00,,5,19.149999999999999,3811
36,175,,20241103,,47,In Process,2024-11-03 00:00:00,,7,11.9,3812
36,234,,20241103,,47,In Process,2024-11-03 00:00:00,,7,115.84999999999999,3812
36,283,,20241103,,47,In Process,2024-11-03 00:00:00,,2,19.260000000000002,3812
36,500,,20241103,,47,In Process,2024-11-03 00:00:00,,5,25.850000000000001,3812
55,233,,20230614,,48,Cancelled,2023-06-14 00:00:00,2024-01-31 00:00:00,4,52.039999999999999,3813
55,362,,20230614,,48,Cancelled,2023-06-14 00:00:00,2024-01-31 00:00:00,4,35.119999999999997,3813
26,36,,20241121,,49,In Process,2024-11-21 00:00:00,,7,38.219999999999999,3814
26,202,,20241121,,49,In Process,2024-11-21 00:00:00,,10,127.7,3814
26,227,,20241121,,49,In Process,2024-11-21 00:00:00,,6,36,3814
26,322,,20241121,,49,In Process,2024-11-21 00:00:00,,2,33.920000000000002,3814
18,132,,20241030,,50,In Process,2024-10-30 00:00:00,,6,78.900000000000006,3815
18,166,,20241030,,50,In Process,2024-10-30 00:00:00,,1,19.789999999999999,3815
18,331,,20241030,,50,In Process,2024-10-30 00:00:00,,4,73.120000000000005,3815
18,207,,20241029,,51,In Process,2024-10-29 00:00:00,,1,9.5399999999999991,3816
64,41,,20241118,,52,In Process,2024-11-18 00:00:00,,9,94.950000000000003,3817
64,342,,20241118,,52,In Process,2024-11-18 00:00:00,,2,3.96,3817
64,466,,20241118,,52,In Process,2024-11-18 00:00:00,,3,5.5199999999999996,3817
60,164,23,20240226,20250113,53,Complete,2024-02-26 00:00:00,,2,4.54,3818
60,183,23,20240226,20250113,53,Complete,2024-02-26 00:00:00,,8,99.680000000000007,3818
60,265,23,20240226,20250113,53,Complete,2024-02-26 00:00:00,,2,8.7400000000000002,3818
60,432,23,20240226,20250113,53,Complete,2024-02-26 00:00:00,,4,73.840000000000003,3818
41,13,24,20240823,20241208,54,Complete,2024-08-23 00:00:00,,1,14.15,3819
41,200,24,20240823,20241208,54,Complete,2024-08-23 00:00:00,,4,60.68,3819
41,410,24,20240823,20241208,54,Complete,2024-08-23 00:00:00,,9,57.689999999999998,3819
76,29,,20241023,,55,In Process,2024-10-23 00:00:00,,7,128.03,3820
76,321,,20241023,,55,In Process,2024-10-23 00:00:00,,5,72.5,3820
40,188,25,20241223,20250116,56,Complete,2024-12-23 00:00:00,,7,72.379999999999995,3821
40,379,25,20241223,20250116,56,Complete,2024-12-23 00:00:00,,9,137.52000000000001,3821
40,399,25,20241223,20250116,56,Complete,2024-12-23 00:00:00,,5,62.350000000000001,3821
40,401,25,20241223,20250116,56,Complete,2024-12-23 00:00:00,,8,114.56,3821
40,422,25,20241223,20250116,56,Complete,2024-12-23 00:00:00,,2,23.739999999999998,3821
45,119,,20241011,,57,In Process,2024-10-11 00:00:00,,2,19.300000000000001,3822
45,355,,20241011,,57,In Process,2024-10-11 00:00:00,,5,6.0499999999999998,3822
45,396,,20241011,,57,In Process,2024-10-11 00:00:00,,1,12.83,3822
98,458,,20241122,,58,In Process,2024-11-22 00:00:00,,4,26.52,3823
88,56,,20241011,,59,In Process,2024-10-11 00:00:00,,3,5.1299999999999999,3824
88,62,,20241011,,59,In Process,2024-10-11 00:00:00,,7,42.350000000000001,3824
88,237,,20241011,,59,In Process,2024-10-11 00:00:00,,8,90.719999999999999,3824
88,277,,20241011,,59,In Process,2024-10-11 00:00:00,,1,13.94,3824
88,366,,20241011,,59,In Process,2024-10-11 00:00:00,,2,28.34,3824
85,150,,20230209,,60,Cancelled,2023-02-09 00:00:00,2023-04-30 00:00:00,2,15.4,3825
85,196,,20230209,,60,Cancelled,2023-02-09 00:00:00,2023-04-30 00:00:00,2,19.5,3825
85,497,,20230209,,60,Cancelled,2023-02-09 00:00:00,2023-04-30 00:00:00,10,175.09999999999999,3825
54,141,26,20230403,20230809,61,Complete,2023-04-03 00:00:00,,8,116.72,3826
54,144,26,20230403,20230809,61,Complete,2023-04-03 00:00:00,,7,69.790000000000006,3826
54,209,26,20230403,20230809,61,Complete,2023-04-03 00:00:00,,5,12.9,3826
54,229,26,20230403,20230809,61,Complete,2023-04-03 00:00:00,,9,129.06,3826
54,268,26,20230403,20230809,61,Complete,2023-04-03 00:00:00,,1,11.27,3826
17,15,,20240107,,62,Cancelled,2024-01-07 00:00:00,2024-12-29 00:00:00,4,13.279999999999999,3827
17,187,,20240107,,62,Cancelled,2024-01-07 00:00:00,2024-12-29 00:00:00,9,143.37,3827
1,51,,20241017,,63,In Process,2024-10-17 00:00:00,,2,21.219999999999999,3828
1,214,,20241017,,63,In Process,2024-10-17 00:00:00,,7,136.56999999999999,3828
1,400,,20241017,,63,In Process,2024-10-17 00:00:00,,8,16.32,3828
56,151,27,20240702,20241027,64,Complete,2024-07-02 00:00:00,,10,34,3829
56,279,27,20240702,20241027,64,Complete,2024-07-02 00:00:00,,3,38.100000000000001,3829
16,255,28,20241227,,65,In Delivery,2024-12-27 00:00:00,,2,8.6199999999999992,3830
16,477,28,20241227,,65,In Delivery,2024-12-27 00:00:00,,2,12.52,3830
100,21,,20241104,,66,In Process,2024-11-04 00:00:00,,5,29.5,3831
100,254,,20241104,,66,In Process,2024-11-04 00:00:00,,7,42.280000000000001,3831
100,351,,20241104,,66,In Process,2024-11-04 00:00:00,,6,94.859999999999999,3831
100,392,,20241104,,66,In Process,2024-11-04 00:00:00,,6,7.7999999999999998,3831
38,87,,20240822,,67,Cancelled,2024-08-22 00:00:00,2024-10-08 00:00:00,7,27.09,3832
38,109,,20240822,,67,Cancelled,2024-08-22 00:00:00,2024-10-08 00:00:00,4,8.8399999999999999,3832
38,189,,20240822,,67,Cancelled,2024-08-22 00:00:00,2024-10-08 00:00:00,2,23.440000000000001,3832
38,269,,20240822,,67,Cancelled,2024-08-22 00:00:00,2024-10-08 00:00:00,2,21.719999999999999,3832
38,464,,20240822,,67,Cancelled,2024-08-22 00:00:00,2024-10-08 00:00:00,3,6.9900000000000002,3832
5,107,29,20241126,,68,In Delivery,2024-11-26 00:00:00,,5,92.599999999999994,3833
5,279,29,20241126,,68,In Delivery,2024-11-26 00:00:00,,3,38.100000000000001,3833
5,289,29,20241126,,68,In Delivery,2024-11-26 00:00:00,,7,135.38,3833
5,412,29,20241126,,68,In Delivery,2024-11-26 00:00:00,,4,53.520000000000003,3833
41,14,,20241109,,69,In Process,2024-11-09 00:00:00,,5,66.299999999999997,3834
41,126,,20241109,,69,In Process,2024-11-09 00:00:00,,3,6.75,3834
41,137,,20241109,,69,In Process,2024-11-09 00:00:00,,6,11.699999999999999,3834
41,206,,20241109,,69,In Process,2024-11-09 00:00:00,,1,10.369999999999999,3834
70,123,30,20240925,20241209,70,Complete,2024-09-25 00:00:00,,8,128.47999999999999,3835
70,155,30,20240925,20241209,70,Complete,2024-09-25 00:00:00,,4,54.039999999999999,3835
70,206,30,20240925,20241209,70,Complete,2024-09-25 00:00:00,,4,41.479999999999997,3835
70,301,30,20240925,20241209,70,Complete,2024-09-25 00:00:00,,6,83.819999999999993,3835
70,339,30,20240925,20241209,70,Complete,2024-09-25 00:00:00,,1,18.899999999999999,3835
57,340,31,20241127,,71,In Delivery,2024-11-27 00:00:00,,3,35.520000000000003,3836
20,361,,20230823,,72,Cancelled,2023-08-23 00:00:00,2024-05-13 00:00:00,6,80.459999999999994,3837
9,78,,20241013,,73,In Process,2024-10-13 00:00:00,,9,168.03,3838
9,318,,20241013,,73,In Process,2024-10-13 00:00:00,,9,48.060000000000002,3838
61,60,32,20241230,,74,In Delivery,2024-12-30 00:00:00,,1,4.8399999999999999,3839
61,235,32,20241230,,74,In Delivery,2024-12-30 00:00:00,,7,135.52000000000001,3839
61,363,32,20241230,,74,In Delivery,2024-12-30 00:00:00,,8,52.159999999999997,3839
61,462,32,20241230,,74,In Delivery,2024-12-30 00:00:00,,1,15.210000000000001,3839
5,485,,20230526,,75,Cancelled,2023-05-26 00:00:00,2024-08-04 00:00:00,3,52.350000000000001,3841
23,32,,20241019,,76,In Process,2024-10-19 00:00:00,,8,155.36000000000001,3842
23,157,,20241019,,76,In Process,2024-10-19 00:00:00,,2,17.16,3842
23,351,,20241019,,76,In Process,2024-10-19 00:00:00,,9,142.28999999999999,3842
24,124,,20241116,,77,In Process,2024-11-16 00:00:00,,8,98.159999999999997,3843
24,292,,20241116,,77,In Process,2024-11-16 00:00:00,,6,67.439999999999998,3843
54,80,,20240119,,78,Cancelled,2024-01-19 00:00:00,2024-11-05 00:00:00,4,30.559999999999999,3844
50,405,,20241007,,79,In Process,2024-10-07 00:00:00,,10,127.09999999999999,3845
53,9,33,20241216,,80,In Delivery,2024-12-16 00:00:00,,1,12.32,3846
53,52,33,20241216,,80,In Delivery,2024-12-16 00:00:00,,8,68.239999999999995,3846
53,65,33,20241216,,80,In Delivery,2024-12-16 00:00:00,,6,71.400000000000006,3846
53,252,33,20241216,,80,In Delivery,2024-12-16 00:00:00,,3,47.609999999999999,3846
53,254,33,20241216,,80,In Delivery,2024-12-16 00:00:00,,9,54.359999999999999,3846
19,104,34,20241101,,81,In Delivery,2024-11-01 00:00:00,,8,142,3847
19,212,34,20241101,,81,In Delivery,2024-11-01 00:00:00,,5,62,3847
19,230,34,20241101,,81,In Delivery,2024-11-01 00:00:00,,5,27,3847
19,236,34,20241101,,81,In Delivery,2024-11-01 00:00:00,,4,60,3847
19,450,34,20241101,,81,In Delivery,2024-11-01 00:00:00,,5,9.6500000000000004,3847
30,64,,20240807,,82,Cancelled,2024-08-07 00:00:00,2024-12-16 00:00:00,9,134.00999999999999,3848
30,101,,20240807,,82,Cancelled,2024-08-07 00:00:00,2024-12-16 00:00:00,9,75.780000000000001,3848
30,116,,20240807,,82,Cancelled,2024-08-07 00:00:00,2024-12-16 00:00:00,4,52.200000000000003,3848
30,274,,20240807,,82,Cancelled,2024-08-07 00:00:00,2024-12-16 00:00:00,10,105.59999999999999,3848
19,232,,20241021,,83,In Process,2024-10-21 00:00:00,,1,6.6500000000000004,3849
19,302,,20241021,,83,In Process,2024-10-21 00:00:00,,9,100.89,3849
19,407,,20241021,,83,In Process,2024-10-21 00:00:00,,8,67.359999999999999,3849
37,58,,20241014,,84,In Process,2024-10-14 00:00:00,,3,26.489999999999998,3850
37,143,,20241014,,84,In Process,2024-10-14 00:00:00,,3,35.850000000000001,3850
37,212,,20241014,,84,In Process,2024-10-14 00:00:00,,6,74.400000000000006,3850
37,335,,20241014,,84,In Process,2024-10-14 00:00:00,,9,10.529999999999999,3850
63,320,,20241127,,85,In Process,2024-11-27 00:00:00,,9,117.45,3851
63,416,,20241127,,85,In Process,2024-11-27 00:00:00,,7,94.640000000000001,3851
16,65,,20230930,,86,Cancelled,2023-09-30 00:00:00,2024-04-28 00:00:00,3,35.700000000000003,3852
70,204,35,20241102,,87,In Delivery,2024-11-02 00:00:00,,1,13.949999999999999,3853
70,339,35,20241102,,87,In Delivery,2024-11-02 00:00:00,,1,18.899999999999999,3853
70,355,35,20241102,,87,In Delivery,2024-11-02 00:00:00,,2,2.4199999999999999,3853
70,442,35,20241102,,87,In Delivery,2024-11-02 00:00:00,,7,57.119999999999997,3853
15,270,36,20231117,20240307,88,Complete,2023-11-17 00:00:00,,2,14.84,3854
15,380,36,20231117,20240307,88,Complete,2023-11-17 00:00:00,,3,13.949999999999999,3854
15,437,36,20231117,20240307,88,Complete,2023-11-17 00:00:00,,8,108,3854
15,445,36,20231117,20240307,88,Complete,2023-11-17 00:00:00,,4,63.560000000000002,3854
15,493,36,20231117,20240307,88,Complete,2023-11-17 00:00:00,,4,76.319999999999993,3854
66,338,,20240603,,89,Cancelled,2024-06-03 00:00:00,2024-10-14 00:00:00,5,29.699999999999999,3855
66,355,,20240603,,89,Cancelled,2024-06-03 00:00:00,2024-10-14 00:00:00,8,9.6799999999999997,3855
83,83,37,20240130,20241104,90,Complete,2024-01-30 00:00:00,,10,96.599999999999994,3856
83,146,37,20240130,20241104,90,Complete,2024-01-30 00:00:00,,7,28.489999999999998,3856
83,463,37,20240130,20241104,90,Complete,2024-01-30 00:00:00,,7,132.78999999999999,3856
6,156,,20241011,,91,In Process,2024-10-11 00:00:00,,3,50.490000000000002,3857
6,334,,20241011,,91,In Process,2024-10-11 00:00:00,,5,92.650000000000006,3857
6,353,,20241011,,91,In Process,2024-10-11 00:00:00,,7,21.420000000000002,3857
6,383,,20241011,,91,In Process,2024-10-11 00:00:00,,3,33.93,3857
62,218,,20241028,,92,In Process,2024-10-28 00:00:00,,2,17.899999999999999,3858
84,8,38,20230604,20240620,93,Complete,2023-06-04 00:00:00,,5,14.800000000000001,3859
84,274,38,20230604,20240620,93,Complete,2023-06-04 00:00:00,,5,52.799999999999997,3859
36,23,39,20241101,,94,In Delivery,2024-11-01 00:00:00,,1,2.96,3860
98,12,,20230714,,95,Cancelled,2023-07-14 00:00:00,2024-07-14 00:00:00,1,13.210000000000001,3861
98,269,,20230714,,95,Cancelled,2023-07-14 00:00:00,2024-07-14 00:00:00,2,21.719999999999999,3861
98,328,,20230714,,95,Cancelled,2023-07-14 00:00:00,2024-07-14 00:00:00,8,100.88,3861
5,78,,20241024,,96,Cancelled,2024-10-24 00:00:00,2024-11-18 00:00:00,1,18.670000000000002,3862
5,83,,20241024,,96,Cancelled,2024-10-24 00:00:00,2024-11-18 00:00:00,9,86.939999999999998,3862
5,304,,20241024,,96,Cancelled,2024-10-24 00:00:00,2024-11-18 00:00:00,4,10.039999999999999,3862
5,321,,20241024,,96,Cancelled,2024-10-24 00:00:00,2024-11-18 00:00:00,8,116,3862
5,349,,20241024,,96,Cancelled,2024-10-24 00:00:00,2024-11-18 00:00:00,5,88.900000000000006,3862
99,65,,20230223,,97,Cancelled,2023-02-23 00:00:00,2024-12-18 00:00:00,10,119,3863
99,169,,20230223,,97,Cancelled,2023-02-23 00:00:00,2024-12-18 00:00:00,9,43.289999999999999,3863
10,374,,20241124,,98,Cancelled,2024-11-24 00:00:00,2024-12-18 00:00:00,8,135.68000000000001,3864
17,27,40,20241220,,99,In Delivery,2024-12-20 00:00:00,,4,59.799999999999997,3865
53,149,41,20241226,,100,In Delivery,2024-12-26 00:00:00,,9,27.09,3866
53,471,41,20241226,,100,In Delivery,2024-12-26 00:00:00,,8,63.439999999999998,3866
53,492,41,20241226,,100,In Delivery,2024-12-26 00:00:00,,5,83.700000000000003,3866
55,65,42,20240730,20241124,101,Complete,2024-07-30 00:00:00,,3,35.700000000000003,3867
55,321,42,20240730,20241124,101,Complete,2024-07-30 00:00:00,,7,101.5,3867
72,100,43,20241223,,102,In Delivery,2024-12-23 00:00:00,,2,11.039999999999999,3868
72,224,43,20241223,,102,In Delivery,2024-12-23 00:00:00,,4,31.359999999999999,3868
72,294,43,20241223,,102,In Delivery,2024-12-23 00:00:00,,9,158.58000000000001,3868
72,317,43,20241223,,102,In Delivery,2024-12-23 00:00:00,,5,14.25,3868
72,361,43,20241223,,102,In Delivery,2024-12-23 00:00:00,,4,53.640000000000001,3868
49,69,,20241002,,103,In Process,2024-10-02 00:00:00,,7,135.87,3869
49,173,,20241002,,103,In Process,2024-10-02 00:00:00,,6,90.480000000000004,3869
16,2,,20240420,,104,Cancelled,2024-04-20 00:00:00,2024-05-07 00:00:00,10,77.099999999999994,3870
16,226,,20240420,,104,Cancelled,2024-04-20 00:00:00,2024-05-07 00:00:00,5,42.5,3870
63,62,44,20240809,20241201,105,Complete,2024-08-09 00:00:00,,6,36.299999999999997,3871
63,90,44,20240809,20241201,105,Complete,2024-08-09 00:00:00,,6,64.5,3871
63,389,44,20240809,20241201,105,Complete,2024-08-09 00:00:00,,5,27.050000000000001,3871
27,177,45,20241115,,106,In Delivery,2024-11-15 00:00:00,,10,162.19999999999999,3872
27,264,45,20241115,,106,In Delivery,2024-11-15 00:00:00,,6,16.02,3872
27,344,45,20241115,,106,In Delivery,2024-11-15 00:00:00,,4,47.640000000000001,3872
46,262,46,20241218,20250115,107,Complete,2024-12-18 00:00:00,,5,18.399999999999999,3873
